,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,Hour,Time
1169,2013,2,26,2009,2020,-11,2249,2245,4,MQ,4662,N542MQ,LGA,ATL,116,762,20,20,2/26/13 20:00,20,E
1215,2013,2,27,1959,2000,-1,2221,2243,-22,DL,1147,N670DN,LGA,ATL,118,762,20,0,2/27/13 20:00,20,E
1216,2013,2,27,2014,2020,-6,2241,2245,-4,MQ,4662,N526MQ,LGA,ATL,121,762,20,20,2/27/13 20:00,20,E
1265,2013,2,28,1957,2000,-3,2255,2243,12,DL,1147,N662DN,LGA,ATL,113,762,20,0,2/28/13 20:00,20,E
1266,2013,2,28,2017,2020,-3,2248,2245,3,MQ,4662,N507MQ,LGA,ATL,112,762,20,20,2/28/13 20:00,20,E
679,2013,2,15,2059,2100,-1,2334,2333,1,DL,1247,N966DL,LGA,ATL,126,762,21,0,2/15/13 21:00,21,N
799,2013,2,18,2059,2100,-1,2317,2333,-16,DL,1247,N984DL,LGA,ATL,116,762,21,0,2/18/13 21:00,21,N
848,2013,2,19,2200,2100,60,17,2333,44,DL,1247,N919DL,LGA,ATL,114,762,21,0,2/19/13 21:00,21,N
896,2013,2,20,2100,2100,0,2325,2333,-8,DL,1247,N942DL,LGA,ATL,115,762,21,0,2/20/13 21:00,21,N
945,2013,2,21,2054,2100,-6,2329,2333,-4,DL,1247,N905DE,LGA,ATL,118,762,21,0,2/21/13 21:00,21,N
1072,2013,2,24,2053,2100,-7,2329,2331,-2,DL,1247,N662DN,LGA,ATL,110,762,21,0,2/24/13 21:00,21,N
1121,2013,2,25,2059,2100,-1,2338,2333,5,DL,1247,N996DL,LGA,ATL,125,762,21,0,2/25/13 21:00,21,N
1170,2013,2,26,2103,2100,3,2339,2333,6,DL,1247,N914DE,LGA,ATL,123,762,21,0,2/26/13 21:00,21,N
1217,2013,2,27,2134,2100,34,2359,2333,26,DL,1247,N983DL,LGA,ATL,117,762,21,0,2/27/13 21:00,21,N
1267,2013,2,28,2117,2100,17,2331,2333,-2,DL,1247,N947DL,LGA,ATL,112,762,21,0,2/28/13 21:00,21,N
